X,Y,id_1,match_addr,ein,name,ico,street,city_1,state,zip,group_,subsection,affiliatio,classifica,ruling,deductibil,foundation,activity,organizati,status_1,tax_period,asset_cd,income_cd,filing_req,pf_filing_,acct_pd,asset_amt,income_amt,revenue_am,code,zip5,zip4,eco,lat,long,descriptio,category
-84.1722,34.0617,1021565,12000 Findley Rd+ Johns Creek+ Georgia+ 30097,392039932,ACCREDITATION REVIEW COMMISSION ON EDUCATION FOR THE PHYSICIAN ASSIS,% AAPA,12000 FINDLEY RD STE 150,JOHNS CREEK,GA,30097-1410,0,3,3,1000,200202,1,16,0,1,1,201506,6,6,1,0,6,3867070,1689510,1689510,B99,30097,1410,,34.0617,-84.1722,Education NEC,elementary_secondary_schools
-84.6955,34.0699,1021566,4705 Pinecrest Dr+ Acworth+ Georgia+ 30101,330572402,EVANGELISTIC ASSOCIATION OF RUSSIA INC,,4705 PINECREST DR,ACWORTH,GA,30101-4856,0,3,3,1000,199307,1,15,7000000,1,1,201412,3,3,1,0,12,41304,64886,64886,X99Z,30101,4856,,34.0699,-84.6955,,
-84.0881,33.9867,1021567,2050 Sugarloaf Cir+ Duluth+ Georgia+ 30097,330686464,EQUIP INTERNATIONAL MINISTRIES INC,% TOM ATEMA,2050 SUGARLOAF CIR,DULUTH,GA,30097-4084,0,3,3,7000,199601,1,15,994007000,1,1,201406,6,6,1,0,6,1107240,4687470,4176310,X21,30097,4084,,33.9867,-84.0881,Protestant,religious
-84.6123,34.0569,1021570,4225 Clearvista Ln NW+ Acworth+ Georgia+ 30101,371025192,BETTER LIFE FOUNDATION INC,% ROB YORK,4225 CLEARVISTA LN NW,ACWORTH,GA,30101-8831,0,3,3,7000,199707,1,15,994007029,1,1,201412,0,0,2,0,12,0,0,0,,30101,8831,,34.0569,-84.6123,,
-84.6455,34.0738,1021571,4832 Baker Plantation Dr+ Acworth+ Georgia+ 30101,371492930,ELIM VICTORY CHURCH INTERNATIONAL,% BISHOP DANIEL M TANUI,4832 BAKER PLANTATION DR,ACWORTH,GA,30101-3405,0,3,3,7000,200502,1,10,0,1,1,,0,0,6,0,12,,,,X21,30101,3405,,34.0738,-84.6455,Protestant,religious
-84.6965,34.0685,1021572,5044 Allatoona Dr+ Acworth+ Georgia+ 30101,421746461,BUILDERS FOR CHRIST INC,% BECKY LUNCEFORD,5044 ALLATOONA DR,ACWORTH,GA,30101-4801,0,3,3,1000,201009,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,X99,30101,4801,,34.0685,-84.6965,Religion-Related NEC,religious
-84.0901,33.9914,1021573,6405 Sugarloaf Pkwy+ Duluth+ Georgia+ 30097,356821274,JOHN GRIFFITH TR,% GRADY L ROCKETT,6405 SUGARLOAF PKWY,DULUTH,GA,30097-4092,0,3,3,7000,201006,1,17,0,2,1,,0,0,13,0,12,,,,B82,30097,4092,,33.9914,-84.0901,Scholarships & Student Financial Aid,elementary_secondary_schools
-84.7174,33.9956,1021574,1597 Grandwood Trl NW+ Acworth+ Georgia+ 30101,331209595,A FRESH HOPE,% JEFFREY GILCREASE,1597 GRANDWOOD TRL NW,ACWORTH,GA,30101-8021,0,3,3,1000,200903,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,P60,30101,8021,,33.9956,-84.7174,Emergency Assistance,human_services
-84.0915,33.993,1021575,6500 Sugarloaf Pkwy+ Duluth+ Georgia+ 30097,371614990,ARTWORKS GWINNETT INC,,6500 SUGARLOAF PARKWAY,DULUTH,GA,30097-7501,0,3,3,2100,201109,1,15,0,1,1,201412,3,3,1,0,12,40066,50071,45815,A122,30097,7501,,33.993,-84.0915,,
-84.0901,33.9914,1021577,6405 Sugarloaf Pkwy+ Duluth+ Georgia+ 30097,356821275,CLARENCE WILSON DANIELS TR,% GEORGE BABTIST FOUNDATION INC,6405 SUGARLOAF PKWY,DULUTH,GA,30097-4092,0,3,3,7000,201006,1,17,0,2,1,,0,0,13,0,12,,,,X21,30097,4092,,33.9914,-84.0901,Protestant,religious
-84.5899,33.8611,1021578,3718 Heyford Ct+ Austell+ Georgia+ 30106,364743736,REGINALD & DIONNE SMITH FOUNDATION INC,% REGINALD SMITH,3718 HEYFORD CT,AUSTELL,GA,30106-1479,0,3,3,1000,201211,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,P20,30106,1479,,33.8611,-84.5899,Human Services,human_services
-84.5899,33.8611,1021579,,342017618,BALLGROUND VOLUNTEER FIRE DEPARTMENT INC,% MICHAEL SMITH,PO BOX 800,BALL GROUND,GA,30107-0800,0,3,3,1000,201111,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,M24,30107,800,,,,Fire Prevention,public_safety
-84.0925,33.9975,1021580,6555 Sugarloaf Pkwy+ Duluth+ Georgia+ 30097,352219350,PEACHTREE RIDGE YOUTH ATHLETIC ASSN INC A DOMESTIC NON PROFIT CORP,,6555 SUGARLOAF PKWY STE 307,DULUTH,GA,30097-4934,0,3,3,1000,200504,1,16,0,1,1,201412,4,4,1,0,12,152597,468791,462110,N99,30097,4934,,33.9975,-84.0925,Recreation & Sports NEC,rec_sports
-84.0901,33.9914,1021584,6405 Sugarloaf Pkwy+ Duluth+ Georgia+ 30097,356821277,MARK E FLOERSCH TR,% GRADY L ROCKETT,6405 SUGARLOAF PKWY,DULUTH,GA,30097-4092,0,3,3,7000,201006,1,17,0,2,1,,0,0,13,0,12,,,,B82,30097,4092,,33.9914,-84.0901,Scholarships & Student Financial Aid,elementary_secondary_schools
-84.5947,33.8627,1021590,3771 Floyd Rd+ Austell+ Georgia+ 30106,352399143,NEW LIFE FELLOWSHIP GLOBAL MINISTRIES,% GRACE EKANE,3771 FLOYD RD HALL 4,AUSTELL,GA,30106-1505,0,3,3,7000,201105,1,10,0,1,1,201312,1,3,6,0,12,1,82749,82749,X21,30106,1505,,33.8627,-84.5947,Protestant,religious
-84.5908,34.0645,1021593,4575 Wade Green Rd NW+ Acworth+ Georgia+ 30102,421590406,PTA GEORGIA CONGRESS,,4575 WADE GREEN RD NW,ACWORTH,GA,30102-3407,1595,3,9,2000,196309,1,16,59035000,5,1,201506,2,3,2,0,6,15014,37103,36939,,30102,3407,,34.0645,-84.5908,,
-84.565,33.7958,1021615,351 Gordon Valley Ln SW+ Mableton+ Georgia+ 30126,331147063,WALK IN POWER MINISTRIES SERVICES INC,% GABRIEL CLARK,351 GORDON VALLEY LN SW,MABLETON,GA,30126-5164,0,3,3,1000,200711,1,15,0,1,1,201412,1,1,2,0,12,1,902,902,P40,30126,5164,,33.7958,-84.565,Family Services,human_services
-84.6097,33.843,1021618,4511 Austell Rd+ Austell+ Georgia+ 30106,331121760,EAGLES CHAPEL INTERNATIONAL INC,% RAPHAEL GRANT,4511 AUSTELL RD,AUSTELL,GA,30106-1921,0,3,3,7100,200704,1,10,0,1,1,,0,0,6,0,6,,,,X20,30106,1921,,33.843,-84.6097,Christianity,religious
-84.4902,33.8221,1021620,5309 Concordia Pl SE+ Mableton+ Georgia+ 30126,383783825,SCARS PROJECT,% DEIDRE WALKER,5309 CONCORDIA PL SE,MABLETON,GA,30126-2971,0,3,3,1000,200912,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,P20,30126,2971,,33.8221,-84.4902,Human Services,human_services
-84.7166,33.9683,1021623,804 Weeping Willow Dr+ Powder Springs+ Georgia+ 30127,371563072,LUKE ANDREW ABBATE MEMORIAL SCHOLARSHIP FUND,% MARYANNE ABBATE,804 WEEPING WILLOW DR,POWDER SPGS,GA,30127-6226,0,3,3,1000,201109,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,B82,30127,6226,,33.9683,-84.7166,Scholarships & Student Financial Aid,elementary_secondary_schools
-84.6466,33.8637,1021624,3101 Blue Heron Pass+ Powder Springs+ Georgia+ 30127,371444767,CAMPBELL JR BASKETBALL INC,% GREGORY FOSTER,3101 BLUE HERON PASS,POWDER SPGS,GA,30127-2395,0,3,3,1200,201408,1,15,0,1,1,201407,0,0,2,0,7,0,0,0,N62,30127,2395,,33.8637,-84.6466,Basketball,rec_sports
-84.689,33.9291,1021625,4505 Jubilee Ct+ Powder Springs+ Georgia+ 30127,412224937,MARTHA EDUCATIONAL FOUNDATION INC,% GEORGE AWUAH FOSU,4505 JUBILEE CT,POWDER SPGS,GA,30127-4946,0,3,3,1000,200709,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,P20,30127,4946,,33.9291,-84.689,Human Services,human_services
-84.689,33.9291,1021626,,352220026,PAULDING COUNTY HIGH SCHOOL BAND BOOSTERS INC,% LARRY GREENWALT,PO BOX 1302,DALLAS,GA,30132-0023,0,3,3,2000,200412,1,16,0,1,1,201405,3,3,1,0,5,44692,94547,73193,B11,30132,23,,,,Single Organization Support,education
-84.7018,33.9323,1021627,865 Corner Rd+ Powder Springs+ Georgia+ 30127,331009399,PTA GEORGIA CONGRESS,,865 CORNER RD,POWDER SPGS,GA,30127-6992,1595,3,9,2000,196309,1,16,59035000,5,1,201406,3,4,1,0,6,37612,174288,80033,,30127,6992,,33.9323,-84.7018,,
-84.5662,33.8162,1021631,410 Veterans Memorial Hwy SW+ Mableton+ Georgia+ 30126,383896893,GEORGIA EDUCATIONAL RESOURCES INCORPORATED,% TAMMIE JOHNSON,410 VETERANS MEMORIAL HIGHWAY SW,MABLETON,GA,30126-3320,0,3,3,2000,201402,1,15,0,1,1,201412,1,3,2,0,12,1,27389,27389,B80,30126,3320,,33.8162,-84.5662,Student Services,elementary_secondary_schools
-84.7583,33.7711,1021635,7605 Stonedraw Ct+ Douglasville+ Georgia+ 30134,364667049,INTEGRATIVE ARTS CREATIONS INC,% MARCY SIMMONS,7605 STONEDRAW CT,DOUGLASVILLE,GA,30134-6420,0,3,3,2000,201104,1,16,0,1,1,201412,0,0,2,0,12,0,0,0,A60,30134,6420,,33.7711,-84.7583,Performing Arts,arts
-84.7318,33.7531,1021636,8337 Office Park Dr+ Douglasville+ Georgia+ 30134,364698642,LIGHTHOUSE,% ANGELA BRANCH,8337 OFFICE PARK DR,DOUGLASVILLE,GA,30134-6937,0,3,3,2100,201308,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,F60,30134,6937,,33.7531,-84.7318,Counseling,mentalhealth_crisisintervention
-84.7322,33.7366,1021637,105 Cobblestone Ct+ Douglasville+ Georgia+ 30134,421635863,CANCER WARRIORS INC,% CHRISTINA R LILLIG,105 COBBLESTONE CT,DOUGLASVILLE,GA,30134-5873,0,3,3,1000,200507,1,16,0,1,1,201412,0,0,2,0,12,0,0,0,H123,30134,5873,,33.7366,-84.7322,,
-84.6715,33.6894,1021639,4157 Lost Springs Trl+ Douglasville+ Georgia+ 30135,352451929,BEYOND THE FRONT PORCH INC,% KASCIA LIPFORD,4157 LOST SPRINGS TRL,DOUGLASVILLE,GA,30135-8664,0,3,3,1000,201305,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,O50,30135,8664,,33.6894,-84.6715,Youth Development Programs,youth_dev
-84.6714,33.9206,1021641,1335 Bullard Rd+ Powder Springs+ Georgia+ 30127,421754654,MICHELLE AKERS SUNDANCE HORSE RESCUE & OUTREACH INC,% MICHELLE AKERS,1335 BULLARD RD,POWDER SPGS,GA,30127-1124,0,3,3,4000,200806,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,D20,30127,1124,,33.9206,-84.6714,Animal Protection & Welfare,animal
-84.7096,33.6667,1021642,4072 S Laurel Grove Rd+ Douglasville+ Georgia+ 30135,352258155,LJS ACADEMY OF DANCE INC,% LINDA C JAMES-JOHNSON,4072 S LAUREL GROVE RD,DOUGLASVILLE,GA,30135-7443,0,3,3,1000,201202,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,O20,30135,7443,,33.6667,-84.7096,Youth Centers & Clubs,youth_dev
-84.665,33.6796,1021643,4575 River Stone Trl+ Douglasville+ Georgia+ 30135,412148402,RHEMA PRAISE AND WORSHIP CENTRE,% FREDERICK HARRIS,4575 RIVER STONE TRL,DOUGLASVILLE,GA,30135-8679,0,3,3,7000,200805,0,10,0,0,1,,0,0,6,0,12,,,,,30135,8679,,33.6796,-84.665,,
-84.7153,33.6692,1021644,4260 Laurel Glen Ct+ Douglasville+ Georgia+ 30135,363448652,ASSOCIATION OF INFORMATION TECHNOLOGY PROFESSIONALS,% STEVE BROOKS,4260 LAUREL GLEN CT,DOUGLASVILLE,GA,30135-7424,1384,6,9,2000,197101,2,0,200279000,5,1,201412,0,0,2,0,12,0,0,0,,30135,7424,,33.6692,-84.7153,,
-84.6972,33.7031,1021645,3755 Georgia Dr+ Douglasville+ Georgia+ 30135,364432283,LAZARUS FOUNDATION,% RENUA SCOTT-EMUAKPOR,3755 GEORGIA DR,DOUGLASVILLE,GA,30135-7717,0,3,3,1000,200209,1,16,0,1,1,201412,0,0,2,0,12,0,0,0,G81,30135,7717,,33.7031,-84.6972,AIDS,diseases
-84.7194,33.731,1021646,9299 Denmeade Trce+ Douglasville+ Georgia+ 30135,371698564,VINEYARD STREETBALL CLASSIC INC,% OMAR DANIEL,9691 DENMEADE TRACE,DOUGLASVILLE,GA,30135-0000,0,3,3,1000,201303,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,O50,30135,0,,33.731,-84.7194,Youth Development Programs,youth_dev
-84.7654,33.7445,1021654,7240 Bankhead Hwy+ Douglasville+ Georgia+ 30134,371659124,NEW JERUSALEM MISSIONARY CHURCH,% DUBOGENE EUGENE,7240 BANKHEAD HWY,DOUGLASVILLE,GA,30134-1638,2046,3,9,7000,196911,1,10,0,5,1,201412,0,0,2,0,12,0,0,0,,30134,1638,,33.7445,-84.7654,,
-84.5984,34.0206,1021656,1631 Vinebrook Ter NW+ Kennesaw+ Georgia+ 30144,331117959,6 LOVE YOUTH DEVELOPMENT INC,% AARON FREDERICK,1631 VINEBROOK TER NW,KENNESAW,GA,30144-2976,0,3,3,2000,200610,1,11,0,1,1,201412,0,0,2,0,12,0,0,0,B21,30144,2976,,34.0206,-84.5984,Preschools,elementary_secondary_schools
-84.5956,33.8152,1021657,1400 Veterans Memorial Hwy SW+ Mableton+ Georgia+ 30126,352221799,ONE CHILD INC,% DOUGLAS SIMMONS,PMB 191 1400 VET MEM HYWAY STE134,MABLETON,GA,30126-0000,0,3,3,1200,200702,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,B90,30126,0,,33.8152,-84.5956,Educational Services,elementary_secondary_schools
-84.5447,34.0583,1021658,4340 Lakeside Hills Ct NE+ Kennesaw+ Georgia+ 30144,331049377,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF GEORGIA,% JACK DEMPSEY,4340 LAKESIDE HILLS CT NE,KENNESAW,GA,30144-1671,2756,19,9,1000,197701,1,0,907000000,5,1,201506,0,0,2,0,6,0,0,0,,30144,1671,,34.0583,-84.5447,,
-84.5956,33.8152,1021659,1400 Veterans Memorial Hwy SW+ Mableton+ Georgia+ 30126,364675068,DELIVERED VESSELS INC,% CHANDRA SOUTHERN,1400 VETERANS MEMORIAL HWY,MABLETON,GA,30126-2945,0,3,3,1000,201101,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,B82,30126,2945,,33.8152,-84.5956,Scholarships & Student Financial Aid,elementary_secondary_schools
-84.5956,33.8152,1021660,,364696994,LIQUID PFE INC,% STEVEN MUTTON,PO BOX 392,LEBANON,GA,30146-0392,0,3,3,2000,201202,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,P51,30146,392,,,,Financial Counseling,human_services
-84.6351,34.0404,1021661,3061 Elmendorf Ln NW+ Kennesaw+ Georgia+ 30144,412204432,MISSION 2 KENYA INC,% NOEL BADA,3061 ELMENDORF LN NW,KENNESAW,GA,30144-7426,0,3,3,7000,200708,1,10,0,1,1,201112,1,1,6,0,12,1,8826,8826,X200,30144,7426,,34.0404,-84.6351,,
-84.5712,34.0464,1021662,3780 Towne Xing NW+ Kennesaw+ Georgia+ 30144,364619850,ACTS INC,% JULIA BUTLER,3780 TOWNE XING NW APT 415,KENNESAW,GA,30144-6611,0,3,3,1200,200712,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,P20,30144,6611,,34.0464,-84.5712,Human Services,human_services
-84.6249,33.9926,1021663,2250 Tayside Xing NW+ Kennesaw+ Georgia+ 30152,364637023,ATLANTA HURRICANE AND ALUMNI CLUB INC,% LAWRENCE KUNIN,2250 TAYSIDE XING NW,KENNESAW,GA,30152-6721,0,4,3,1200,201011,2,0,0,1,1,201505,0,0,2,0,5,0,0,0,B84,30152,6721,,33.9926,-84.6249,Alumni Associations,elementary_secondary_schools
-84.7045,33.978,1021664,909 Thousand Oaks Bnd NW+ Kennesaw+ Georgia+ 30152,421692052,KEYSTONE CENTER FOR CHILDREN WITH AUTISM INC,% THOMAS LANE,909 THOUSAND OAKS BND NW,KENNESAW,GA,30152-3834,0,3,3,1000,200708,1,15,0,1,1,201410,4,0,2,0,10,108330,0,0,G84,30152,3834,,33.978,-84.7045,Autism,diseases
-84.7162,33.7014,1021665,3823 Chapel Hill Rd+ Douglasville+ Georgia+ 30135,371476054,JOSHUAS MINISTRIES,% ACE MAYO,3823 CHAPEL HILL RD,DOUGLASVILLE,GA,30135-2710,1620,3,9,7000,196402,1,10,0,5,1,,0,0,6,0,12,,,,,30135,2710,,33.7014,-84.7162,,
-84.7012,33.976,1021666,752 Red Coat Cv NW+ Kennesaw+ Georgia+ 30152,330556452,PAN AMERICAN MONTESSORI SOCIETY,,752 RED COAT CV NW,KENNESAW,GA,30152-2886,0,3,3,1000,199406,1,11,30059000,1,1,201312,3,3,1,0,12,47392,86565,86565,,30152,2886,,33.976,-84.7012,,
-84.6645,34.0272,1021667,3003 Loring Rd NW+ Kennesaw+ Georgia+ 30152,364643794,THE ASSOCIATION OF STYLISTS AND BARBERS INC,% ELAINE MARIE LORD,3003 LORING RD NW,KENNESAW,GA,30152-6411,0,3,3,1000,201009,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,T123,30152,6411,,34.0272,-84.6645,,
-84.6645,34.0272,1021865,,371660920,BEST HAPPY NEWS INC,% DEBORAH HALL,PO BOX 2013,ATLANTA,GA,30301-2013,0,3,3,7000,201212,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,X20,30301,2013,,,,Christianity,religious
-84.6171,33.9782,1021668,925 New Salem Rd NW+ Kennesaw+ Georgia+ 30152,412144003,PRAYER PARTNERS INTERNATIONAL,% ROSEMARY CHATFIELD,925 NEW SALEM RD NW,KENNESAW,GA,30152-4709,0,3,3,7000,201407,1,15,0,1,1,201412,1,2,2,0,12,3097,10781,10781,X99,30152,4709,,33.9782,-84.6171,Religion-Related NEC,religious
-84.6494,34.0233,1021669,2973 Owens Meadow Dr NW+ Kennesaw+ Georgia+ 30152,342032081,CHRONIC FATIGUE SYNDROME FIBROMYALGIA ORG OF GEORGIA INC,% CLAUDIA JO WENDLANDT,2973 OWENS MEADOW DR NW,KENNESAW,GA,30152-2556,0,3,3,1000,200503,1,15,0,0,1,201412,0,0,2,0,12,0,0,0,E70,30152,2556,,34.0233,-84.6494,Public Health,healthcare
-84.615,33.9829,1021671,1160 Cockrell Dr NW+ Kennesaw+ Georgia+ 30152,383844236,BRIDGE OF HOPE CHURCH INTERNATIONAL,% GREGORY P ROBERTS,1160 COCKRELL DR NW,KENNESAW,GA,30152-4756,0,3,3,7000,201203,1,10,0,1,1,,0,0,6,0,12,,,,X20,30152,4756,,33.9829,-84.615,Christianity,religious
-84.633,34.0023,1021672,2863 Shillings Chase Ct NW+ Kennesaw+ Georgia+ 30152,364782450,ENCOUNTER CHURCH EC,% MICHAEL HOWARD,2863 SHILLINGS CHASE CT NW,KENNESAW,GA,30152-4170,0,3,3,7000,201410,1,10,0,1,1,,0,0,6,0,12,,,,X21,30152,4170,,34.0023,-84.633,Protestant,religious
-84.6253,34.0005,1021677,1898 Kennesaw Due West Rd NW+ Kennesaw+ Georgia+ 30152,331105366,KENNESAW MOUNTAIN HIGH SCHOOL ACADEMY FOUNDATION INC,% MIMI DYER,1898 KENNESAW DUE WEST RD NW,KENNESAW,GA,30152-4221,0,3,3,1000,201201,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,B82,30152,4221,,34.0005,-84.6253,Scholarships & Student Financial Aid,elementary_secondary_schools
-84.6581,33.9998,1021679,3656 Old Stilesboro Rd NW+ Kennesaw+ Georgia+ 30152,352204348,PTA GEORGIA CONGRESS,,3656 OLD STILESBORO RD NW,KENNESAW,GA,30152-3150,1595,3,9,2000,196309,1,16,59035000,5,1,201406,3,3,1,0,6,61052,73529,20649,,30152,3150,,33.9998,-84.6581,,
-84.5552,33.7879,1021691,6859 Bridgewood Dr+ Austell+ Georgia+ 30168,412165973,GET RESULTS MINISTRY,% GET RESULTS MINISTRY,6859 BRIDGEWOOD DR,AUSTELL,GA,30168-6700,0,3,3,2100,201312,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,B90,30168,6700,,33.7879,-84.5552,Educational Services,elementary_secondary_schools
-84.5528,33.7889,1021692,6826 Bridgewood Dr+ Austell+ Georgia+ 30168,364782878,NEW BEGINNINGS CAREER CENTER,,6826 BRIDGEWOOD DR,AUSTELL,GA,30168-6715,0,3,3,2000,201505,1,11,0,1,1,,0,0,1,0,12,,,,B30,30168,6715,,33.7889,-84.5528,Vocational & Technical Schools,elementary_secondary_schools
-84.5662,33.7871,1021693,6831 Landmark Way+ Austell+ Georgia+ 30168,371643113,HAITIAN FOUNDATION LAHAI-ROI INC,% DORTUL SIDOR,6831 LANDMARK WAY APT 3E,AUSTELL,GA,30168-6521,0,3,3,1000,201208,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,Q33,30168,6521,,33.7871,-84.5662,International Relief,international
-84.5662,33.7871,1021694,,342040972,LUCKY PAWS HUMANE SOCIETY OF TALLAPOOSA INC,% PATRICK J CLAREY,PO BOX 171,TALLAPOOSA,GA,30176-0171,0,3,3,1000,201204,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,D20,30176,171,,,,Animal Protection & Welfare,animal
-84.5559,33.7784,1021695,7138 Silver Mine Xing+ Austell+ Georgia+ 30168,352464455,DEVELOPING AFRICAN WOMENS ADVANCEMENT IN HEALTH DAWAH INC,% AMINAH KAREEM,7138 SILVER MINE XING,AUSTELL,GA,30168-7454,0,3,3,1000,201407,1,15,0,1,1,201412,1,3,1,0,12,3933,72520,72520,E32,30168,7454,,33.7784,-84.5559,Community Clinics,healthcare
-84.5978,33.8128,1021700,5793 James Rd+ Austell+ Georgia+ 30168,331153113,FRAGMENTS MINISTRY,% GERALD CLOUD,5793 JAMES RD,AUSTELL,GA,30168-4505,0,3,3,7100,200905,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,P20,30168,4505,,33.8128,-84.5978,Human Services,human_services
-84.8789,33.7314,1021703,2613 Tyson Rd+ Villa Rica+ Georgia+ 30180,331024435,PTA GEORGIA CONGRESS 1595 MIRROR LAKE ELEMENTARY SCHOOL PTA,% BECKY MOBLEY,2613 TYSON RD,VILLA RICA,GA,30180-2977,1595,3,9,2000,196309,0,16,59035000,5,1,201506,0,0,2,0,6,0,0,0,,30180,2977,,33.7314,-84.8789,,
-84.8789,33.7314,1021704,,363378019,ILLINOIS MEDICAL GROUP MANAGEMENT ASSOCIATION,% EXCUTIVE DIRECTOR,PO BOX 1460,WOODSTOCK,GA,30188-1362,0,6,3,2000,198511,2,0,205123000,1,1,201412,3,4,1,0,12,65338,149730,149730,,30188,1362,,,,,
-84.5977,33.9935,1021706,1635 Old 41 Hwy NW+ Kennesaw+ Georgia+ 30152,363329126,NORTHUP FAMILY FOUNDATION,,1635 OLD 41 HIGHWAY NW STE 112-374,KENNESAW,GA,30152-4480,0,3,3,1000,198412,1,4,602603000,1,1,201412,1,1,0,1,12,2594,1900,,,30152,4480,,33.9935,-84.5977,,
-84.4662,33.5338,1021714,145 Bramblebush Chas+ Fayetteville+ Georgia+ 30214,383823876,MARY MONTGOMERY MCFADDIN FOUNDATION INC,,145 BRAMBLEBUSH CHASE,FAYETTEVILLE,GA,30214-2670,0,3,3,1000,201012,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,P20,30214,2670,,33.5338,-84.4662,Human Services,human_services
-84.4953,33.5313,1021715,280 Triple Creek Trl+ Fayetteville+ Georgia+ 30214,352453155,FREE SPIRIT,% LOUISE HARRIS,280 TRIPLE CREEK TRL,FAYETTEVILLE,GA,30214-2354,0,3,3,1200,201402,1,16,0,1,1,201412,0,0,2,0,12,0,0,0,T30,30214,2354,,33.5313,-84.4953,Public Foundations,philanthropy
-84.5174,33.5152,1021719,175 W Lake Dr+ Fayetteville+ Georgia+ 30214,363566633,RESTORATION FELLOWSHIP,% ANTHONY BUZZARD,175 W LAKE DR,FAYETTEVILLE,GA,30214-3211,0,3,3,7000,198809,1,3,8000000,5,1,201412,5,6,0,1,12,573405,1231480,,X83,30214,3211,,33.5152,-84.5174,Religious Printing & Publishing,religious
-84.4918,33.5341,1021720,155 White Tail Ct+ Fayetteville+ Georgia+ 30214,342036693,DONT FOUL OUT FOUNDATION INC,% DERRICK STAFFORD,155 WHITE TAIL CT,FAYETTEVILLE,GA,30214-4919,0,3,3,1000,201501,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,O50,30214,4919,,33.5341,-84.4918,Youth Development Programs,youth_dev
-84.4749,33.4716,1021721,130 Victoria Pl+ Fayetteville+ Georgia+ 30214,412057932,NATIONAL SCHOOL IMPROVEMENT ALLIANCE INC,% RONALD BOYKINS,130 VICTORIA PL,FAYETTEVILLE,GA,30214-1176,0,3,3,2000,200612,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,B02,30214,1176,,33.4716,-84.4749,Management & Technical Assistance,education
-84.4749,33.4716,1021722,,412175855,UNITED STATES BOWLING CONGRESS INC,% LINDA GUNNIN,PO BOX 143776,FAYETTEVILLE,GA,30214-6537,4348,3,9,1000,200409,1,16,0,1,1,201407,3,4,1,0,7,26441,118161,118161,N70,30214,6537,,,,Amateur Sports Competitions,rec_sports
-84.3658,33.8394,1021894,3094 Peachtree Dr NE+ Atlanta+ Georgia+ 30305,366008663,STANS FOUNDATION,,3094 PEACHTREE DR NE,ATLANTA,GA,30305-2770,0,3,3,1000,194706,1,4,602000000,1,1,201312,3,1,0,1,12,35347,4,,,30305,2770,,33.8394,-84.3658,,
-84.429,33.5062,1021723,119 Rainbow Way+ Fayetteville+ Georgia+ 30214,412147804,JOY OUTREACH MINISTRIES INTL,% ANNETTE SHAKIR,119 RAINBOW WAY,FAYETTEVILLE,GA,30214-3996,0,3,3,7000,200611,1,10,0,1,1,,0,0,6,0,12,,,,X20,30214,3996,,33.5062,-84.429,Christianity,religious
-84.4516,33.5251,1021724,105 Heath Way+ Fayetteville+ Georgia+ 30214,371448128,EDITH AND BISHOP DONALD G MING FOUNDATION,% RITA LOFTON,105 HEATH WAY,FAYETTEVILLE,GA,30214-3458,0,3,3,1200,200404,1,4,0,1,1,201412,3,1,0,1,12,76327,13,,B82,30214,3458,,33.5251,-84.4516,Scholarships & Student Financial Aid,elementary_secondary_schools
-84.3887,33.4586,1021725,120 Zoie Ct+ Fayetteville+ Georgia+ 30215,383693833,DRIVE SAFE GEORGIA,% DRIVE SAFE GEORGIA INC,120 ZOIE CT,FAYETTEVILLE,GA,30215-6698,0,3,3,6000,200503,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,,30215,6698,,33.4586,-84.3887,,
-84.6796,33.6189,1021726,9002 Cedar Grove Rd+ Fairburn+ Georgia+ 30213,383865482,COALITION FOR HEALTHY CHILDREN THROUGH HYGIENE INC,% MARIE C GELIN,9002 CEDAR GROVE RD,FAIRBURN,GA,30213-1812,0,3,3,1000,201302,1,15,0,1,1,201412,1,0,2,0,12,1,0,0,E70,30213,1812,,33.6189,-84.6796,Public Health,healthcare
